Storage Interface,Colour,Screen Details,RAM Type,Removable Battery,RAM,Display Type,Weight,USB 3.1,Hard Drive RPM,USB 2.0,Touchscreen,Processor Brand,Webcam Resolution,Screen Resolution,Technologies,Input,Pointer Input,Processor,Adapter,Processor Details,Fingerprint Scanner,RJ45 LAN (Ethernet),Graphics Memory Type,Memory Slots,WiFi,Warranty,RAM Expandable Upto,Storage Type,Graphics Processor,2 in 1 Laptop (Convertible),HDMI,Bluetooth,VGA,Processor Clock Speed,Optical Drive,Video Recording,Warranty Details,Battery Type,Micro USB,Webcam,OS Version,Sales Package,Chipset,USB 3.0,Dimensions (mm),RAM Frequency,Cache,Keyboard,Secondary Storage Capacity,Storage Capacity,Mini DisplayPort,Lockport,Operating System,Battery Cell,Processor Model,Media Card Support,Speakers,Battery Capacity,Dedicated Graphics Memory,Warranty Type,USB Type C,Battery Life (Upto),SIM Card Slot,Screen Size
 SATA , Gold Matte , Truelife LED-Backlit Display , DDR3 ,, 4GB , LED , 2.4 kg ,, 5400 RPM ,, No , AMD ,, 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , AMD A6 APU , 40 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , AMD Radeon R4 ,,, Yes , Yes , 2GHz ," Yes, DVD Writer ",,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 381 x 256.5 x 25.4 , 1600MHz ,, QWERTY + Numpad ,, 1TB ,,, Windows , 4 Cell , Quad Core 7310 ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Black Matte with Textured Finish , HD LED backlit Display , DDR3 ,, 4GB , LED , 2.25 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i3 (3rd Gen) ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , Intel HD Graphics 4000 ,,," Yes, 4.0 ", Yes , 1.8GHz ," Yes, CD Writer ",,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 376 x 259 x 25 , 1600MHz ,, QWERTY + Numpad ,, 500GB ,,, Windows , 4 Cell , 3217U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD LED backlit Display , DDR3 ,, 4GB , LED , 2.25 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Celeron Dual Core ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , Intel HD Graphics ,,, Yes , Yes , 1.6GHz ,,,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM76 Express ," Yes, 2 ", 376 x 260 x 25.4 ,,, QWERTY + Numpad ,, 320GB ,,, Windows , 4 Cell , 1017U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Silver , HD WLED True-Life Display , DDR3 ,, 4GB , LED , 2.2 kg ,,,, No , Intel , 1MP , 1366 x 768 pixels , Waves MaxxAudio 3 ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i5 (3rd Gen) , 65 W ,,,,,1," Yes, 802.11 b/g/n ",, Upto 8GB , HDD , AMD Radeon HD 7670 ,,," Yes, 4.0 ",, 3.1GHz ," Yes, DVD RW Drive ",,,,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM77 Express ," Yes, 3 ", 347 x 240 x 28.8 ,,, QWERTY + Numpad ,, 500GB ,, Yes , Windows , 6 Cell , 3210M ," SD, SDHC, SDXC ", Stereo speakers ,, 1GB Graphics ,,,,, 14 inch 
 SATA , Black , LED Backlit Display with Truelife , DDR3 ,, 4GB , LED , 2.2 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Celeron Dual Core , 45 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics ,,," Yes, 4.0 ", Yes , 1.4GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 1 ", 376 x 259 x 25 , 1600MHz ,, QWERTY ,, 320GB ,, No , Windows ,, 2955U ," SD, SDHC, SDXC ", Dual speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD Truelife LED-Backlit Display , DDR3 ,, 4GB , LED , 2.2 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Pentium Quad Core , 40 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics ,,," Yes, 4.0 ", Yes , 1.6GHz ," Yes, DVD Writer ",,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 1 ", 380 x 260 x 22 , 1600MHz ,, QWERTY + Numpad ,, 500GB ,, Yes , Windows , 4 Cell , N3700 ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD LED Display , DDR3 ,, 4GB , LED , 2.1 kg ,, 5400 RPM ," Yes, 3 ", No , Intel , 1MP , 1366 x 768 pixels , Waves MaxxAudio 3 ," Headphone Jack, Microphone Jack ", Trackpad , Intel Core i3 (3rd Gen) , 65 W ,,,,,2," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics 4000 ,,," Yes, 4.0 ", Yes , 2.4GHz ," Yes, DVD+/-RW Drive ",,, Li-Ion ,, Yes , Windows 7 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM75 Express ,, 342 x 244 x 31.52 , 1333MHz ,, QWERTY ,, 500GB ,, Yes , Windows , 6 Cell , 3110M ," SD, SDHC, SDXC ", 2.0W Stereo speakers ,,,,, 3 hours ,, 14 inch 
 SATA , Grey , HD Truelife LED-Backlit Display , DDR4 ,, 8GB , LED , 2.3 kg ,, 5400 RPM ," Yes, 1 ", No , AMD ,, 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , AMD A12 APU , 45 W ,, No ,,,2," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , AMD Radeon R7 ,,," Yes, 4.0 ",, 2.5GHz ," Yes, Tray load DVD Drive (Reads and Writes to DVD/CD) ", 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 390 x 259 x 23.3 , 2400MHz ,, QWERTY + Numpad ,, 1TB ,, Yes , Windows , 3 Cell , Quad Core 9700P ," SD, SDHC, SDXC ", 2 tuned speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD LED backlit Display , DDR3 ,, 4GB , LED , 2.39 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i5 (5th Gen) , 65 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics 5500 ,,," Yes, 4.0 ", Yes , 2.2GHz ," Yes, Super-Multi DVD Burner ",,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 381 x 267 x 25 , 1600MHz ,, QWERTY + Numpad ,, 1TB ,, Yes , Windows , 4 Cell , 5200U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Silver , HD LED Backlit Display with Truelife , DDR3 ,, 4GB , LED , 1.9 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels , Waves MaxxAudio ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i5 (4th Gen) ,,, No ,,,2," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , AMD Radeon R7 M265 ,,," Yes, 4.0 ",, 1.7GHz ,, 720p HD ,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel QM87 Express ," Yes, 2 ", 342 x 246 x 21.6 , 1600MHz ,, QWERTY + Numpad ,, 1TB ,,, Windows , 3 Cell , 4210U ," SD, SDHC, SDXC ", 2 x Stereo Speakers ,, 2GB Graphics ,,,,, 14 inch 
 SATA , Black , HD LED Backlit Display , DDR3 ,, 4GB , LED , 2.25 kg ,, 5400 RPM ,, No , Intel , 1.3MP , 1366 x 768 pixels ,," Headphone Jack, Microphone Jack ", Trackpad , Intel Pentium Dual Core ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics ,,, No , Yes , 1.8GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 7 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 343 x 246 x 30.5 , 1600MHz ,, QWERTY ,, 320GB ,, No , Windows , 6 Cell , P6000 ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 14 inch 
 SATA , Black , Truelife LED-Backlit On-cell Touch Display , DDR3 ,, 6GB , LED , 2.4 kg ,, 5400 RPM ,, Yes , AMD ,, 1366 x 768 pixels , MaxxAudio ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , AMD A8 APU , 45 W ,, No ,,,2," Yes, 802.11 b/g/n ", 1 Year ,, HDD , AMD Radeon R5 ,,," Yes, 4.0 ",, 2.2GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 24.0 , 1600MHz ,, QWERTY + Numpad ,, 1TB ,,, Windows , 4 Cell , Quad Core 7410 ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD LED Display with True Life , DDR3 ,, 4GB , LED , 2.3 kg ,, 5400 RPM ,, No , Intel , 1MP , 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack ", Trackpad , Intel Core i3 (3rd Gen) , 65 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , AMD Radeon HD 8730M ,,," Yes, 4.0 ",, 1.9GHz ," Yes, CD Writer ",,, Li-Ion ,, Yes , Ubuntu ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM76 Express ," Yes, 2 ", 376 x 259 x 31.3 , 1600MHz ,, QWERTY + Numpad ,, 500GB ,,, Linux , 6 Cell , 3227U ," SD, SDHC, SDXC ", Stereo speakers ,, 2GB Graphics ,,, 8 hours ,, 15.6 inch 
 SATA , Black , HD Plus BrightView WLED-backlit display , DDR3 ,, 4GB , LED , 2.1 kg ,, 5400 RPM ,, No , Intel ,, 1600 x 900 pixels , Waves Maxx Audio 4.0 ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (4th Gen) , 40 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics 4400 ,,," Yes, 4.0 ", Yes , 1.7GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 8 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM76 Express ," Yes, 2 ",, 1600MHz ,, QWERTY ,, 500GB ,, No , Windows , 4 Cell , 4010U ," SD, SDHC, SDXC ", Dual speakers ,,,,,,, 17.3 inch 
 SATA , Silver , HD LED Backlit Display , DDR3 ,, 8GB , LED , 2.4 kg ,, 7200 RPM ,, No , Intel ,, 1366 x 768 pixels , Dolby Digital ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i5 (4th Gen) , 69 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 16GB , HDD , NVIDIA GeForce 750M ,,," Yes, 4.0 ", Yes , 2GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 7 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 1 ",, 1600MHz ,," Backlit, QWERTY + Numpad ",, 750GB ,, No , Windows ,, 4200M ," SD, SDHC, SDXC ", Stereo speakers ,, 1GB Graphics ,,,,, 14 inch 
 SATA , Silver , HD LED Backlit Display with Truelife , DDR3 ,, 4GB , LED , 2.2 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i5 (5th Gen) , 40 W ,, No ,,,2," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 8GB , HDD , NVIDIA GeForce 840M ,,," Yes, 4.0 ",, 2.2GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 21.7 , 1600MHz ,, QWERTY + Numpad ,, 1TB ,,, Windows , 4 Cell , 5200U ," SD, SDHC, SDXC ", Stereo speakers ,, 2GB Graphics ,,,,, 15.6 inch 
 SATA , Silver , Truelife LED-Backlit Display , DDR3 ,, 4GB , LED , 2.4 kg ,, 5400 RPM ,, No , AMD ,, 1366 x 768 pixels , MaxxAudio ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , AMD A6 APU ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , AMD Radeon R4 ,,," Yes, 4.0 ", Yes , 2GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 24 , 1600MHz ,, QWERTY ,, 1TB ,, No , Windows , 4 Cell , Quad Core 7310 ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
, Black , Anti-Glare LED-Backlit Display , DDR3 ,, 8GB , LED , 0.68 kg ,,,, Yes , Intel ,, 2880 x 1920 pixels , Waves MaxxAudio Pro ," Headphone Jack, Microphone Jack ", Trackpad , Intel Core i7 (7th Gen) , 45 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , Intel HD Graphics 615 ,,, Yes ,, 1.3GHz , No ,,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide, Warranty Documents ",," Yes, 1 ", 274.8 x 209.2 x 7.25 , 1866MHz ,, QWERTY ,, 256GB ,, Yes , Windows , 2 Cell , 7Y75 ," SD, SDHC, SDXC ", Tuned Speakers with Subwoofer ,,,,,,, 12.3 inch 
, Black , Full HD LED Display , DDR4 ,, 16GB , LED , 1.62 kg ,,,, No , Intel ,, 1920 x 1080 pixels , Realtek ALC3254-CG ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i7 (8th Gen) , 38 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , Intel HD Graphics 620 ,,," Yes, 4.2 ", Yes , 1.8GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 1 ", 309.88 x 215.9 x 15.2 , 2400MHz ,, QWERTY ,, 256GB ,, No , Windows , 3 Cell , 8550U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 13.3 inch 
 SATA , Grey , HD LED Backlit Display with Anti-Glare , DDR3 ,, 4GB , LED , 2.3 kg ,, 5400 RPM ,, No , Intel , 1MP , 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack ", Trackpad , Intel Core i5 (4th Gen) , 65 W ,, No ,,,2," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , NVIDIA GeForce 820M ,,," Yes, 4.0 ",, 1.7GHz ," Yes, Tray-load DVD RW Drive ",,, Li-Ion ,, Yes , Ubuntu ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel QM87 Express ," Yes, 2 ", 381 x 267 x 25.6 , 1600MHz ,, QWERTY + Numpad ,, 1TB ,,, Linux , 4 Cell , 4210U ," SD, SDHC, SDXC ", 2 x 2W Stereo Speakers ,, 2GB Graphics ,,,,, 15.6 inch 
 SATA , Black , Anti-Glare Full HD LED-Backlit Display , DDR4 ,, 8GB , LED , 2.1 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels , Waves MaxxAudio Pro ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i5 (7th Gen) , 42 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , AMD Radeon R7 M445 ,,," Yes, 4.1 ", Yes , 2.5GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 390 x 259 x 23.3 , 2400MHz ,, QWERTY ,, 2TB ,, No , Windows , 3 Cell , 7200U ,, Stereo speakers ,, 4GB Graphics ,,,,, 15.6 inch 
 SATA , Red , HD LED backlit Display , DDR3 ,, 4GB , LED , 2.4 kg ,, 5400 RPM ,, No , AMD ,, 1366 x 768 pixels , MaxxAudio ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , AMD A6 APU ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , AMD Radeon R4 ,,, Yes ,, 2GHz ," Yes, DVD RW Drive ",,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 381 x 259 x 25.4 , 1600MHz ,, QWERTY + Numpad ,, 1TB ,,, Windows , 4 Cell , Quad Core 7310 ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
, Black , Truelife Full HD LED-Backlit Touchscreen Display , DDR3 ,, 8GB , LED , 1.5 kg ,,,, Yes , Intel , 1.3MP , 1920 x 1080 pixels , Waves MaxxAudio Pro ," Headphone Jack, Microphone Jack ", Trackpad , Intel Core i7 (3rd Gen) , 45 W ,, No ,,,2," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , Intel HD Graphics 4000 ,,, Yes ,, 2GHz ,,,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 315 x 213 x 20.0 , 1600MHz ,, Backlit ,, 256GB ,,, Windows , 4 Cell , 3537U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 12.5 inch 
 SATA , Silver ," LED Backlight, HD Truelife Touchscreen Display ", DDR3 ,, 4GB , LED , 1.2 kg ,, 5400 RPM ,, Yes , AMD ,, 1366 x 768 pixels ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , AMD A6 APU ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , AMD Radeon HD 8210 ,,," Yes, 4.0 ", Yes , 1.4GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 8 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 1 ", 292 x 196 x 18.4 ,,, QWERTY ,, 500GB ,, Yes , Windows ,, Quad Core 1450 ," SD, SDHC, SDXC ", Dual speakers ,,,,, 8 hours ,, 11.6 inch 
, Black , HD LED backlit Display , DDR4 ,, 12GB , LED , 1.65 kg ,,," Yes, 1 ", Yes , Intel ,, 1920 x 1080 pixels , MaxxAudio Pro ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i7 (7th Gen) , 45 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , Intel HD Graphics 620 ,,," Yes, 4.2 ",, 2.7GHz , No ,,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 1 ", 323 x 223.5 x 17.7 , 2133MHz ,, QWERTY + Numpad ,, 256GB ,,, Windows , 3 Cell , 7500U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Stealth Black , Full HD LED Anti-Glare Display , DDR3 ,, 8GB , LED , 2.9 kg ,,," Yes, 1 ", No , Intel , 2MP , 1920 x 1080 pixels ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i7 (4th Gen) , 69 W ,,,,,2," Yes, 802.11 a/g/n ",, Upto 8GB , HDD , NVIDIA GeForce 765M ,,," Yes, 4.0 ", Yes , 2.4GHz ," Yes, DVD Writer ",,,,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM86 Express ," Yes, 2 ", 337 x 258 x 37.8 ,,, QWERTY + Numpad ,, 750GB ,, Yes , Windows , 6 Cell , 4700MQ ," SD, SDHC, SDXC ", Stereo speakers ,, 2GB Graphics ,,,,, 14 inch 
 SATA , Black , Truelife LED-Backlit Display , DDR3 ,, 6GB ,, 2.28 kg ,, 5400 RPM ," Yes, 2 ",, AMD , 0.3MP , 1366 x 768 pixels ,, Headphone + Microphone Combo Jack , Trackpad ,,,,, Yes ,,2, Yes , 1 Year ,, HDD , Intel HD Graphics ,, Yes , Yes , Yes , 2.2GHz ,,,,,,, Windows 10 ,,," Yes, 1 ", 10.25 x 14.96 x 0.93 , 1600MHz , AMD A8 APU , QWERTY + Numpad ,, 1TB ,,, Windows ,,7410," SD, SDHC, SDXC ", Stereo Speakers ,,,,,,, 15.6 inch 
 SATA , Silver , HD LED Backlit with Truelife Display , DDR3 , Yes , 4GB ,, 2.3 kg ,, 5400 RPM ," Yes, 2 ", No , Intel , 0.9MP , 1366 x 768 pixels ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i3 (4th Gen) , 45 W , Core i3 (4th Gen) ,, Yes ,,1," Yes, IEEE 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , Intel HD Graphics 4400 , No ," Yes, 1.4a "," Yes, v4.0 ", No , 1.7GHz , Yes ,,,, No ,, Ubuntu ,,," Yes, 1 ", 13.58 x 9.56 x 0.9 , 1600MHz , 3 MB , QWERTY + Numpad ,, 500GB , No ,, Linux ,, 4005U ," SD, SDHC, SDXC "," 2x Stereo Speakers, Waves MaxxAudio Pro ", 40 WHr ,," Onsite, Accidental Damage ", No , 7 hours , No , 15.6 inch 
 SATA , Black , HD LED Backlit Display , DDR3 ,, 4GB , LED , 2.22 kg ,, 5400 RPM ,, Yes , Intel ,, 1366 x 768 pixels ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (5th Gen) ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics 5500 ,,," Yes, 4.0 ", Yes , 2.1GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 345 x 244 x 23 , 1600MHz ,, QWERTY ,, 1TB ,, No , Windows , 4 Cell , 5015U ," SD, SDHC, SDXC ", Dual speakers ,,,,, 7 hours ,, 15.6 inch 
 SATA , Silver , Truelife LED-Backlit Display , DDR3 ,, 8GB , LED , 2.32 kg ,, 5400 RPM ,, No , AMD , 1MP , 1366 x 768 pixels ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , AMD A10 APU ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , AMD Radeon HD 8610G ,,," Yes, 4.0 ", Yes , 2.1GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 376 x 259 x 30 , 1600MHz ,, QWERTY + Numpad ,, 1TB ,, Yes , Windows , 6 Cell , Quad Core 5745M ," SD, SDHC, SDXC ", Stereo speakers ,,,,, 5 hours ,, 15.6 inch 
, Black , Full HD LED Display , DDR4 ,, 8GB , LED , 2.3 kg ,,,, No , Intel ,, 1920 x 1080 pixels ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i5 (6th Gen) ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, SSD , Intel HD Graphics 520 ,,," Yes, 4.0 ", Yes , 2.4GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 334 x 232 x 19.4 , 2133MHz ,, QWERTY ,, 512GB ,, No , Windows ,, 6300U ," SD, SDHC, SDXC ", Dual speakers ,,,,, 7 hours ,, 14 inch 
 SATA , Gold , HD Truelife LED-Backlit On-cell Touch Display , DDR3 ,, 4GB , LED , 2.4 kg ,, 5400 RPM ,, Yes , AMD ,, 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , AMD E2 ,,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , AMD Radeon R2 ,,," Yes, 4.0 ",, 1.8GHz ,, 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 23.8 , 1600MHz ,, QWERTY + Numpad ,, 1TB ,,, Windows , 4 Cell , Quad Core 7110 ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Blue , HD Truelife LED-Backlit On-cell Touch Display , DDR3 ,, 4GB , LED , 2.4 kg ,, 5400 RPM ,, Yes , AMD ,, 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , AMD E2 ,,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , AMD Radeon R2 ,,," Yes, 4.0 ",, 1.8GHz ," Yes, Tray load DVD Drive (Reads and Writes to DVD/CD) ", 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 23.8 , 1600MHz ,, QWERTY + Numpad ,, 1TB ,,, Windows , 4 Cell , Quad Core 7110 ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD LED Backlit Display with Truelife ,,, 4GB , LED , 2.16 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels , Waves MaxxAudio ," Headphone Jack, Microphone Jack ", Trackpad , Intel Celeron Dual Core , 40 W ,,,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , Intel HD Graphics 4400 ,,," Yes, 4.0 ", Yes , 1.4GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Ubuntu ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM87 Express ," Yes, 2 ", 381.4 x 267.6 x 26.6 ,,, QWERTY ,, 500GB ,, No , Linux , 4 Cell , 2957U ," SD, SDHC, SDXC ", Dual speakers ,,,,,,, 15.6 inch 
